id,bf,proper,ra,dec,dist,mag,absmag,spect,ci,bayer,flam,con
25858,36Ups Ori,NA,5.532183,-7.301537,877.193,4.62,-5.095,B0V,-0.261,Ups,36,Ori
25865,34Del Ori,Mintaka,5.533445,-0.299092,212.3142,2.25,-4.385,O9.5II,-0.175,Del,34,Ori
25880,119    Tau,NA,5.536875,18.594234,549.4505,4.32,-4.38,M2Ib,2.06,NA,119,Tau
25883,NA,NA,5.537262,17.058128,917.4312,5.5,-4.313,B7III,-0.004,NA,NA,Tau
25915,NA,NA,5.54482,-1.591831,478.4689,5.34,-3.059,B1IV,-0.188,NA,NA,Ori
25919,25Chi Aur,NA,5.545465,32.192022,100000,4.71,-15.29,B5Iab,0.281,Chi,25,Aur
25920,11Alp Lep,Arneb,5.545504,-17.822289,680.2721,2.58,-6.583,F0Ib,0.211,Alp,11,Lep
25928,NA,NA,5.547613,-38.513371,52.8262,5.45,1.836,K2/K3III,1.224,NA,NA,Col
25936,NA,NA,5.549873,-64.227517,71.0227,5.34,1.083,G8/K0III,1.039,NA,NA,Dor
25954,NA,NA,5.552049,-35.139376,78.9266,5.75,1.264,K0III,1.085,NA,NA,Col
25998,NA,NA,5.558735,-1.156073,450.4505,5.36,-2.908,B1V,-0.175,NA,NA,Ori
25999,120    Tau,NA,5.558786,18.540231,476.1905,5.67,-2.719,B2IV-Ve,-0.022,NA,120,Tau
26004,Bet Dor,NA,5.560421,-62.489825,308.642,3.76,-3.687,F6Ia,0.64,Bet,NA,Dor
26028,35    Ori,NA,5.565079,14.305578,136.7989,5.6,-0.08,B3V,-0.118,NA,35,Ori
26044,NA,NA,5.567791,-1.470253,209.6436,5.92,-0.687,K5III,1.535,NA,NA,Ori
26061,38    Ori,NA,5.571326,3.766895,84.6024,5.32,0.683,A2V,0.051,NA,38,Ori
26104,NA,NA,5.579106,-73.741277,333.3333,5.79,-1.824,M2/M3III,1.717,NA,NA,Men
26111,37Phi1Ori,NA,5.580344,9.489579,333.3333,4.39,-3.224,B0IV...,-0.157,Phi-1,37,Ori
26132,NA,NA,5.583613,-6.00927,826.4463,5.67,-3.916,B1Vvar,-0.228,NA,NA,Ori
26134,NA,NA,5.584078,-6.002027,495.0495,4.78,-3.693,B0.5V,-0.248,NA,NA,Ori
26142,39Lam Ori,NA,5.585633,9.934158,336.7003,3.39,-4.246,O...,-0.16,Lam,39,Ori
26150,NA,NA,5.587011,10.240093,343.6426,5.6,-2.081,B9IIIMNp...,0.149,NA,NA,Ori
26154,NA,NA,5.587631,-33.079724,92.4214,5.76,0.931,K0III,1.12,NA,NA,Col
26155,41The1Ori,NA,5.587728,-5.387315,100000,4.98,-15.02,O7,NA,The-1,41,Ori
26156,41The1Ori,NA,5.587907,-5.389696,100000,5.13,-14.87,O6pe,0.02,The-1,41,Ori
26170,43The2Ori,NA,5.589695,-5.41606,473.9336,4.98,-3.399,O9.5Vpe,-0.097,The-2,43,Ori
26172,42    Ori,NA,5.589768,-4.838358,271.0027,4.58,-2.585,B2III...,-0.183,NA,42,Ori
26176,44Iot Ori,Hatsya,5.590551,-5.909901,714.2857,2.75,-6.519,O9III,-0.21,Iot,44,Ori
26182,121    Tau,NA,5.590869,24.039589,169.4915,5.37,-0.776,B2.5IV,-0.092,NA,121,Tau
26203,45    Ori,NA,5.594301,-4.856067,110.2536,5.24,0.028,F0III,0.269,NA,45,Ori
26246,46Eps Ori,Alnilam,5.603559,-1.20192,606.0606,1.69,-7.223,B0Ia,-0.184,Eps,46,Ori
26279,NA,NA,5.609784,54.428658,228.833,5.74,-1.058,M0III,1.671,NA,NA,Aur
26280,NA,NA,5.609915,-6.064752,471.6981,5.71,-2.658,B1V...,-0.212,NA,NA,Ori
26301,40Phi2Ori,NA,5.615108,9.290673,36.0231,4.09,1.307,G8III-IV,0.951,Phi-2,40,Ori
26317,122    Tau,NA,5.617704,17.040324,48.5909,5.53,2.097,F0V,0.237,NA,122,Tau
26321,NA,NA,5.617884,11.035005,251.8892,5.97,-1.036,K4II SB,1.592,NA,NA,Ori
26330,Pi  Men,NA,5.61916,-80.469122,18.315,5.65,4.336,G3IV,0.6,Pi,NA,Men
26331,NA,NA,5.619123,26.924473,154.7988,5.83,-0.119,B9IV-V,-0.075,NA,NA,Tau
26386,123Zet Tau,NA,5.627413,21.142549,136.4256,2.97,-2.704,B4IIIp,-0.148,Zet,123,Tau
26395,Nu 2Col,NA,5.629061,-28.68969,40.7997,5.28,2.227,F5V,0.486,Nu-2,NA,Col
26422,NA,NA,5.633644,7.54142,239.2344,5.87,-1.024,B8III,-0.061,NA,NA,Ori
26470,NA,NA,5.643881,-6.573959,411.5226,5.96,-2.112,B1.5IV,-0.216,NA,NA,Ori
26471,26    Aur,NA,5.643913,30.492412,173.6111,5.4,-0.798,A2V + GIII,0.45,NA,26,Aur
26480,NA,NA,5.645424,-40.707306,134.7709,5.81,0.162,B8V,-0.078,NA,NA,Col
26484,48Sig Ori,NA,5.645769,-2.600069,328.9474,3.77,-3.816,O9.5V...,-0.19,Sig,48,Ori
26497,49    Ori,NA,5.648079,-7.212829,44.603,4.77,1.523,A4V,0.139,NA,49,Ori
26529,47Ome Ori,NA,5.653096,4.121467,423.7288,4.5,-3.635,B3IIIe,-0.098,Ome,47,Ori
26541,NA,NA,5.655087,29.215213,324.6753,5.98,-1.577,B2IV-V,0.144,NA,NA,Aur
26559,NA,NA,5.658653,-3.564704,42.5713,5.99,2.844,A8Vs,0.294,NA,NA,Ori
26569,Alp Col,Phakt,5.660817,-34.074108,80.1282,2.65,-1.869,B7IV,-0.12,Alp,NA,Col
26575,125    Tau,NA,5.662277,25.897091,131.0616,5.18,-0.407,B3IV,-0.15,NA,125,Tau
26584,NA,NA,5.663845,-32.629216,129.3661,5.44,-0.119,G6/G8III,0.913,NA,NA,Col
26662,50Zet Ori,Alnitak,5.679313,-1.942572,225.7336,1.74,-5.028,O9.5Ib SB,-0.199,Zet,50,Ori
26671,NA,NA,5.680754,-1.128787,275.4821,4.95,-2.25,B2IV-V,-0.197,NA,NA,Ori
26697,NA,NA,5.684888,0.337753,47.9386,5.93,2.527,F0IV,0.311,NA,NA,Ori
26711,126    Tau,NA,5.688255,16.534148,194.9318,4.84,-1.609,B3IV...,-0.125,NA,126,Tau
26800,12    Lep,NA,5.703877,-22.373715,304.878,5.88,-1.541,A2/A3V,0.08,NA,12,Lep
26803,NA,NA,5.704221,-34.667812,131.406,5.29,-0.303,B9/B9.5V,-0.032,NA,NA,Col
26817,NA,NA,5.707347,65.697649,83.612,5.62,1.009,K5III,1.249,NA,NA,Cam
26820,51    Ori,NA,5.707953,1.474629,90.009,4.9,0.129,K1III,1.144,NA,51,Ori
26860,NA,NA,5.714976,-6.796168,49.95,5.97,2.477,F3V,0.447,NA,NA,Ori
26900,NA,NA,5.722686,-18.557475,75.0751,5.73,1.353,A0V,-0.014,NA,NA,Lep
27006,13Gam Lep,NA,5.741057,-22.448382,8.927,3.59,3.836,F7V,0.481,Gam,13,Lep
27034,Del Dor,NA,5.746223,-65.735526,45.8716,4.34,1.032,A7V,0.217,Del,NA,Dor
27130,27Omi Aur,NA,5.765012,49.826255,126.7427,5.46,-0.055,A0p...,0.03,Omi,27,Aur
27138,Mu  Col,NA,5.766637,-32.306435,408.1633,5.18,-2.874,B1IV/V,-0.274,Mu,NA,Col
27177,NA,NA,5.77427,-46.59718,143.8849,5.31,-0.48,K0/K1II,1.04,NA,NA,Pic
27183,26    Cam,NA,5.775106,56.115575,60.7903,5.93,2.011,A4Vn,0.164,NA,26,Cam
27187,NA,NA,5.776364,1.168193,39.2773,5.95,2.979,G4V,0.773,NA,NA,Ori
27212,NA,NA,5.781149,9.522343,91.3242,5.78,0.977,G8III,0.888,NA,NA,Ori
27220,14Zet Lep,NA,5.782595,-14.82195,21.6076,3.55,1.877,A2Vann,0.104,Zet,14,Lep
27248,131    Tau,NA,5.786987,14.488322,104.1667,5.72,0.631,A3Vn,0.077,NA,131,Tau
27253,Bet Pic,NA,5.788079,-51.066514,19.4401,3.85,2.407,A3V,0.171,Bet,NA,Pic
27270,130    Tau,NA,5.79061,17.729141,546.4481,5.47,-3.218,F0III,0.301,NA,130,Tau
27296,133    Tau,NA,5.795252,13.899599,194.1748,5.28,-1.161,B2IV-V,-0.156,NA,133,Tau
27298,53Kap Ori,Saiph,5.795941,-9.669605,198.4127,2.07,-4.418,B0.5Iavar,-0.168,Kap,53,Ori
27318,52    Ori,NA,5.800065,6.454156,165.0165,5.26,-0.828,A5V,0.234,NA,52,Ori
27367,NA,NA,5.809706,-4.094648,15.1768,5.97,5.064,G4V,0.639,NA,NA,Ori
27399,132    Tau,NA,5.816935,24.567535,111.4827,4.88,-0.356,G8IIIvar,1.021,NA,132,Tau
27414,29Tau Aur,NA,5.819567,39.181071,63.4115,4.51,0.499,G8III,0.949,Tau,29,Aur
27442,134    Tau,NA,5.825814,12.651324,76.2777,4.89,0.478,B9IV,-0.068,NA,134,Tau
27448,NA,NA,5.826817,-14.483665,82.0345,5.49,0.92,G8III,0.87,NA,NA,Lep
27461,Gam Pic,NA,5.830451,-56.166663,54.2005,4.5,0.83,K1III,1.075,Gam,NA,Pic
27464,NA,NA,5.831528,-22.971872,170.3578,5.87,-0.287,A1V,0.055,NA,NA,Lep
27465,Eps Dor,NA,5.831539,-66.901187,176.0563,5.1,-1.128,B6V,-0.128,Eps,NA,Dor
27481,NA,NA,5.834079,9.871218,109.8901,5.79,0.585,G8III,0.876,NA,NA,Ori
27491,NA,NA,5.836962,4.423406,178.2531,5.96,-0.295,K2III,1.361,NA,NA,Ori
27497,Kap Men,NA,5.837999,-79.361362,87.4126,5.46,0.752,B9.5V,-0.076,Kap,NA,Men
27514,135    Tau,NA,5.841363,14.305608,97.0874,5.54,0.604,G9III:,1.006,NA,135,Tau
27519,NA,NA,5.841674,2.0247,316.4557,5.97,-1.532,G8III+...,0.953,NA,NA,Ori
27552,NA,NA,5.848117,-52.108873,78.6164,5.16,0.682,G8III,0.96,NA,NA,Pic
27559,Bet Col,NA,5.849329,-35.768309,26.7308,3.12,0.985,K1.5III,1.146,Bet,NA,Col
27560,NA,NA,5.849475,27.967861,107.0664,5.6,0.452,G7III:,0.978,NA,NA,Tau
27569,31Ups Aur,NA,5.850675,37.305573,160.2564,4.72,-1.304,M1III,1.621,Ups,31,Aur
27585,15Del Lep,NA,5.855357,-20.879089,34.8675,3.76,1.048,G8III/IV,0.984,Del,15,Lep
27589,55    Ori,NA,5.856107,-7.518003,321.5434,5.36,-2.176,B2IV-V,-0.195,NA,55,Ori
27604,32Nu  Aur,NA,5.858166,39.14848,70.6215,3.97,-0.275,K0III,1.132,Nu,32,Aur
27644,NA,NA,5.868814,-9.0419,98.912,5.95,0.974,A2Vn,0.1,NA,NA,Ori
27668,NA,NA,5.872276,-57.156191,132.626,5.93,0.317,F7IV,0.656,NA,NA,Pic
27673,137    Tau,NA,5.872859,14.171787,130.039,5.6,0.03,B9p...,-0.053,NA,137,Tau
27678,NA,NA,5.873168,19.867849,343.6426,5.96,-1.721,B9V + G,0.549,NA,NA,Ori
27681,56    Ori,NA,5.874011,1.855134,386.1004,4.76,-3.174,K2IIvar,1.382,NA,56,Ori
27697,NA,NA,5.875883,-37.631063,98.7167,5.62,0.648,K1III,1.046,NA,NA,Col
27741,Lam Col,NA,5.885245,-33.801361,102.5641,4.88,-0.175,B5V,-0.154,Lam,NA,Col
27761,136    Tau,NA,5.88879,27.612262,129.7017,4.56,-1.005,A0V,-0.008,NA,136,Tau
27821,NA,NA,5.901658,-63.089627,26.2467,4.65,2.555,K1III/IV,1.022,NA,NA,Dor
27844,54Chi1Ori,NA,5.906386,20.276174,8.6633,4.39,4.702,G0V,0.594,Chi-1,54,Ori
27869,NA,NA,5.912119,-11.774192,203.252,5.62,-0.92,K3 comp,1.523,NA,NA,Lep
27870,NA,NA,5.912232,0.968615,268.0965,5.99,-1.151,K0III,1.328,NA,NA,Ori
27878,NA,NA,5.913916,-52.635481,34.6981,5.29,2.588,F0Ve...,0.295,NA,NA,Pic
27880,30Xi  Aur,NA,5.914107,55.706947,73.046,4.96,0.642,A2V,0.052,Xi,30,Aur
27886,NA,NA,5.91458,-39.957857,155.2795,5.55,-0.406,M0III,1.515,NA,NA,Col
27896,57    Ori,NA,5.915746,19.749614,558.6592,5.92,-2.816,B2V,-0.145,NA,57,Ori
27902,31    Cam,NA,5.916063,59.888367,143.6782,5.2,-0.587,A2V,0.01,NA,31,Cam
27904,NA,NA,5.916387,31.701496,84.9618,5.9,1.254,A5IV,0.144,NA,NA,Aur
27919,58Alp Ori,Betelgeuse,5.919529,7.407063,152.6718,0.45,-5.469,M2Ib,1.5,Alp,58,Ori
27940,Xi  Col,NA,5.924975,-37.120668,102.0408,4.97,-0.074,K1IIICN...,1.102,Xi,NA,Col
27941,NA,NA,5.925048,-4.616546,96.9932,5.87,0.936,K2III:,1.173,NA,NA,Ori
28014,NA,NA,5.937296,-22.839975,88.6525,5.95,1.212,K0/K1III,1.107,NA,NA,Lep
28027,Sig Col,NA,5.939151,-31.38244,510.2041,5.52,-3.019,F2III,0.382,Sig,NA,Col
28032,16Eta Lep,NA,5.940082,-14.1677,14.8787,3.71,2.847,F1V,0.337,Eta,16,Lep
28040,NA,NA,5.941121,9.509396,120.048,5.97,0.573,A0IV,-0.038,NA,NA,Ori
28067,NA,NA,5.947069,11.521058,94.6074,5.89,1.01,K2III,1.111,NA,NA,Ori
28127,Gam Col,NA,5.958947,-35.28328,266.6667,4.36,-2.77,B2.5IV,-0.165,Gam,NA,Col
28165,139    Tau,NA,5.966571,25.953912,476.1905,4.81,-3.579,B1Ib,-0.088,NA,139,Tau
28199,59    Ori,NA,5.973456,1.837108,111.7318,5.89,0.649,A5me del Del,0.223,NA,59,Ori
28215,NA,NA,5.977097,-44.034562,362.3188,5.81,-1.985,G8II,1.061,NA,NA,Pic
28224,60    Ori,NA,5.980437,0.552979,136.612,5.21,-0.467,A1Vs,0.009,NA,60,Ori
28230,NA,NA,5.981455,12.808264,243.309,5.7,-1.231,K2III...,0.874,NA,NA,Ori
28253,2    Mon,NA,5.984531,-9.55825,87.7963,5.04,0.323,A6m,0.189,NA,2,Mon
28256,Eta Col,NA,5.985778,-42.815135,144.7178,3.96,-1.843,K0III,1.146,Eta,NA,Col
28271,NA,NA,5.989384,49.92454,328.9474,5.9,-1.686,G5III,1.194,NA,NA,Aur
28287,33Del Aur,NA,5.992111,54.284656,38.6399,3.72,0.785,K0III,1.01,Del,33,Aur
28288,34Bet Aur,Menkalinan,5.992149,44.947433,24.8694,1.9,-0.078,A2V,0.077,Bet,34,Aur
28309,37The Aur,NA,5.995351,37.212585,50.7614,2.65,-0.878,A0p Si,-0.083,The,37,Aur
28333,35Pi  Aur,NA,5.998917,45.936736,230.4147,4.3,-2.513,M3IIvar,1.701,Pi,35,Aur
28342,NA,NA,6.00093,-3.074253,129.0323,4.53,-1.023,K2IIIvar,1.202,NA,NA,Ori
28413,NA,NA,6.013661,-51.216319,65.189,5.65,1.579,A1m...,0.207,NA,NA,Pic
28428,36    Aur,NA,6.016267,47.901923,354.6099,5.71,-2.039,B9.5p SiFe,-0.007,NA,36,Aur
28453,NA,NA,6.021194,-33.911835,188.3239,5.54,-0.835,K5III,1.58,NA,NA,Col
28491,NA,NA,6.028627,48.959445,242.1308,5.98,-0.94,K0,1.437,NA,NA,Aur
28503,3    Mon,NA,6.030673,-10.59793,240.3846,4.92,-1.985,B5III,-0.128,NA,3,Mon
28543,61Mu  Ori,NA,6.039722,9.647276,47.5059,4.12,0.736,Am...,0.17,Mu,61,Ori
28604,NA,NA,6.054333,-26.284544,124.6883,5.03,-0.449,K3II/IIICNv,1.335,NA,NA,Lep
28620,64    Ori,NA,6.057602,19.690561,220.2643,5.14,-1.575,B8V,-0.097,NA,64,Ori
28645,62Chi2Ori,NA,6.065329,20.138452,552.4862,4.64,-4.072,B2Iavar,0.236,Chi-2,62,Ori
28664,1    Gem,NA,6.068671,23.263341,47.5511,4.16,0.774,G7III,0.835,NA,1,Gem
28673,NA,NA,6.070417,-6.708941,403.2258,5.19,-2.838,B2Vne+,-0.066,NA,NA,Mon
28685,NA,NA,6.072296,-32.17243,308.642,5.65,-1.797,B2V,-0.186,NA,NA,Col
28719,NA,NA,6.077811,-45.078932,26.8962,5.93,3.782,F4V,0.493,NA,NA,Pup
28741,63    Ori,NA,6.082829,5.41997,401.6064,5.67,-2.349,G7III:,1.047,NA,63,Ori
28742,66    Ori,NA,6.082878,4.158671,100000,5.63,-14.37,G4III,1.041,NA,66,Ori
28744,17    Lep,NA,6.083091,-16.484435,278.5515,4.92,-2.305,Ap shell,0.196,NA,17,Lep
28751,39    Aur,NA,6.084276,42.981635,49.7265,5.9,2.417,F3V,0.358,NA,39,Aur
28782,NA,NA,6.090842,-10.242596,54.9149,5.88,2.182,F4V:,0.374,NA,NA,Mon
28783,NA,NA,6.090882,-35.513647,83.1255,5.8,1.201,A0V,0.027,NA,NA,Col
28827,NA,NA,6.101538,-29.758624,85.2515,5.79,1.136,A1V,0.041,NA,NA,Col
28837,18The Lep,NA,6.10259,-14.935254,52.9661,4.67,1.05,A0V,0.046,The,18,Lep
28838,Eta1Dor,NA,6.102603,-66.039621,98.6193,5.72,0.75,A0V,-0.024,Eta-1,NA,Dor
28871,NA,NA,6.108916,-23.110846,141.0437,5.46,-0.287,A2V,0.064,NA,NA,Lep
28874,40    Aur,NA,6.109749,38.482644,104.4932,5.35,0.255,A4m,0.251,NA,40,Aur
28877,NA,NA,6.11076,-4.193836,324.6753,5.37,-2.187,B5IV,-0.122,NA,NA,Mon
28912,NA,NA,6.115976,-21.812299,384.6154,5.74,-2.185,M3II/III,1.584,NA,NA,Lep
28919,NA,NA,6.117604,-62.154581,110.8647,5.04,-0.184,K2/K3III,1.256,NA,NA,Pic
28920,NA,NA,6.117686,-34.312021,312.5,5.82,-1.654,B4Vnn,-0.137,NA,NA,Col
28962,The Col,NA,6.125453,-37.25292,221.2389,5,-1.724,B8:IV,-0.095,The,NA,Col
28966,67Nu  Ori,NA,6.126201,14.768472,158.2278,4.42,-1.576,B3IV,-0.164,Nu,67,Ori
28976,19    Lep,NA,6.128233,-19.165866,257.0694,5.28,-1.77,M1III,1.661,NA,19,Lep
28992,Pi 2Col,NA,6.13135,-42.154043,74.4602,5.5,1.14,A0V,0.007,Pi-2,NA,Col
29061,Nu  Dor,NA,6.145643,-68.843409,91.9118,5.06,0.243,B8V,-0.072,Nu,NA,Dor
29078,NA,NA,6.149407,-22.427412,75.5287,5.49,1.099,A0V,-0.01,NA,NA,Lep
29079,NA,NA,6.149418,2.499692,200.8032,5.7,-0.814,A3Vn,0.067,NA,NA,Ori
29123,NA,NA,6.15901,22.190262,632.9114,5.93,-3.077,K4III,1.626,NA,NA,Gem
29132,NA,NA,6.15959,-14.584619,63.8162,5.56,1.535,K2III,1.15,NA,NA,Lep
29152,3    Gem,NA,6.162218,23.113466,100000,5.75,-14.25,B2.5Ib,0.192,NA,3,Gem
29161,NA,NA,6.163322,-22.774343,49.0436,5.71,2.257,F5V,0.454,NA,NA,Lep
29173,37    Cam,NA,6.16639,58.935694,116.8224,5.35,0.012,G8III,1.096,NA,37,Cam
29190,NA,NA,6.169558,-40.353792,261.0966,5.54,-1.544,M2II/III,1.665,NA,NA,Col
29198,Alp Men,NA,6.170632,-74.753045,10.1978,5.08,5.037,G5V,0.714,Alp,NA,Men
29203,Del Pic,NA,6.171642,-54.968645,398.4064,4.72,-3.282,B0.5IV,-0.229,Del,NA,Pic
29221,NA,NA,6.1763,-27.154343,101.1122,5.72,0.696,K1III,1.072,NA,NA,Lep
29280,Eta2Dor,NA,6.1875,-65.589417,196.4637,5.01,-1.456,M2.5III,1.599,Eta-2,NA,Dor
29306,5    Gem,NA,6.192307,24.420253,174.216,5.83,-0.375,K0III,1.11,NA,5,Gem
29315,41    Aur,NA,6.193496,48.710989,102.459,5.78,0.727,A3V+...,0.1,NA,41,Aur
29344,NA,NA,6.197726,-6.550287,366.3004,5.06,-2.759,B2V,-0.201,NA,NA,Mon
29353,70Xi  Ori,NA,6.198999,14.208765,186.2197,4.45,-1.9,B3IV,-0.18,Xi,70,Ori
29360,68    Ori,NA,6.200372,19.790543,255.102,5.76,-1.274,B9.5V,-0.071,NA,68,Ori
29361,69    Ori,NA,6.200911,16.130406,162.0746,4.95,-1.099,B5Vn,-0.149,NA,69,Ori
29378,NA,NA,6.20559,32.69338,285.7143,5.78,-1.5,M1III,1.646,NA,NA,Aur
29417,36    Cam,NA,6.214182,65.718422,219.2982,5.36,-1.345,K2II-III,1.344,NA,36,Cam
29501,NA,NA,6.231732,-3.741374,94.2507,5.83,0.959,G8III,0.91,NA,NA,Ori
29543,NA,NA,6.241273,17.906353,162.0746,5.86,-0.189,A6m,0.253,NA,NA,Ori
29556,NA,NA,6.243529,-4.568457,196.0784,5.83,-0.632,B5V,-0.155,NA,NA,Mon
29577,71    Ori,NA,6.247467,19.156448,20.816,5.2,3.608,F6V,0.43,NA,71,Ori
29578,5Gam Mon,NA,6.247592,-6.274776,152.6718,3.99,-1.929,K3III,1.319,Gam,5,Mon
29582,7Eta Gem,NA,6.247961,22.506799,117.9245,3.31,-2.048,M3III,1.6,Eta,7,Gem
29605,NA,NA,6.252334,-20.272186,226.2443,5.88,-0.893,K2III,1.322,NA,NA,CMa
29606,NA,NA,6.252353,13.851098,366.3004,5.91,-1.909,B1V,-0.231,NA,NA,Ori
29619,NA,NA,6.254923,-18.477163,62.5391,5.99,2.009,K1III,1.058,NA,NA,CMa
29623,44Kap Aur,NA,6.256304,29.498076,54.2594,4.32,0.648,G8IIIvar,1.021,Kap,44,Aur
29631,72    Ori,NA,6.25698,16.143175,160.2564,5.34,-0.684,B7V,-0.101,NA,72,Ori
29638,NA,NA,6.258243,-4.914719,65.0618,5.99,1.923,A5IVs,0.097,NA,NA,Mon
29643,NA,NA,6.259518,-0.512189,37.1885,5.62,2.768,F6V,0.506,NA,NA,Ori
29657,40    Cam,NA,6.261257,59.998975,150.8296,5.37,-0.522,K3III,1.339,NA,40,Cam
29662,NA,NA,6.262468,-13.718414,125,5,-0.485,B9V,-0.078,NA,NA,CMa
29663,73    Ori,NA,6.26249,12.551067,357.1429,5.44,-2.324,B9II-III,0.015,NA,73,Ori
29698,NA,NA,6.268803,-16.618006,238.6635,5.97,-0.919,B2/B3V,-0.167,NA,NA,CMa
29727,74    Ori,NA,6.274061,12.272163,19.2493,5.04,3.618,F5IV-V,0.431,NA,74,Ori
29734,Kap Col,NA,6.275871,-35.140519,55.9597,4.37,0.631,G8II,0.978,Kap,NA,Col
29769,NA,NA,6.283675,-37.737445,91.5751,5.54,0.731,K2III,1.129,NA,NA,Col
29777,75    Ori,NA,6.285172,9.94239,69.1085,5.39,1.192,A2V,0.106,NA,75,Ori
29779,NA,NA,6.285991,-37.253498,61.9195,5.88,1.921,A2V,0.139,NA,NA,Col
29787,NA,NA,6.287816,5.100112,19.2493,5.7,4.278,G0.5Vb,0.61,NA,NA,Ori
29822,NA,NA,6.294923,-16.815908,189.7533,5.15,-1.241,K1III,1.293,NA,NA,CMa
29846,1    Lyn,NA,6.298563,61.515286,195.6947,5.01,-1.448,M3III,1.843,NA,1,Lyn
29868,NA,NA,6.303813,-19.966974,243.9024,5.51,-1.426,B2/B3V,-0.163,NA,NA,CMa
29922,NA,NA,6.314051,-9.390018,144.0922,5.36,-0.433,K1III,1.239,NA,NA,Mon
29924,NA,NA,6.314105,69.319787,53.6481,4.76,1.112,A0Vn,0.025,NA,NA,Cam
29938,NA,NA,6.316382,-20.925611,537.6344,5.79,-2.862,B3II/III,-0.155,NA,NA,CMa
29987,2    Lyn,NA,6.327052,59.010964,48.0077,4.44,1.033,A2Vs,0.032,NA,2,Lyn
29996,NA,NA,6.328043,-34.396591,125,5.76,0.275,B9V,-0.08,NA,NA,Col
30000,7    Mon,NA,6.328555,-7.822908,267.3797,5.27,-1.866,B2.5V,-0.177,NA,7,Mon
30020,NA,NA,6.333222,-2.944493,142.4501,4.91,-0.858,M1III,1.613,NA,NA,Ori
30026,NA,NA,6.334507,14.651127,181.8182,5.67,-0.628,K3Ib,1.578,NA,NA,Ori
30049,1Zet CMa,NA,6.338553,-30.063367,111.1111,3.02,-2.209,B2.5V,-0.16,Zet,1,CMa
30070,NA,NA,6.3434,-34.144144,595.2381,5.55,-3.323,B3V,-0.182,NA,NA,Col
30141,NA,NA,6.356865,-11.773238,337.8378,5.48,-2.164,B1Vpe SB,0.002,NA,NA,CMa
30174,45    Aur,NA,6.362811,53.452179,59.2066,5.34,1.478,F5III...,0.448,NA,45,Aur
30204,Del Col,NA,6.368564,-33.4364,71.736,3.85,-0.429,G7II,0.858,Del,NA,Col
30248,Pi 1Dor,NA,6.37729,-69.984043,189.7533,5.56,-0.831,K5III,1.51,Pi-1,NA,Dor
