id,bf,proper,ra,dec,dist,mag,absmag,spect,ci,bayer,flam,con
66353,NA,NA,13.645021,-29.560867,46.2749,5.81,2.483,F3V,0.431,NA,NA,Hya
66424,82    UMa,NA,13.658472,52.921208,53.5906,5.46,1.815,A3Vn,0.113,NA,82,UMa
66430,NA,NA,13.659616,10.746269,59.988,5.57,1.68,F0V,0.348,NA,NA,Boo
66446,NA,NA,13.663488,-40.051708,152.207,5.61,-0.302,K2/K3III,1.301,NA,NA,Cen
66447,Eps Cen,NA,13.664796,-53.466394,131.0616,2.29,-3.297,B1III,-0.171,Eps,NA,Cen
66456,NA,NA,13.666622,-49.949956,157.4803,5.74,-0.246,M8III,1.496,NA,NA,Cen
66470,NA,NA,13.669656,-64.576553,69.4444,5.79,1.582,F3III-IV,0.401,NA,NA,Cen
66516,1    Boo,NA,13.677909,19.955719,100.6036,5.73,0.717,A1V,0.017,NA,1,Boo
66527,83    UMa,NA,13.678967,54.681634,160.5136,4.63,-1.398,M2IIIvar,1.63,NA,83,UMa
66541,Kap Oct,NA,13.682257,-85.786043,83.7521,5.56,0.945,A2m...,0.183,Kap,NA,Oct
66551,2    Boo,NA,13.683986,22.495768,102.9866,5.63,0.566,G9III,1.009,NA,2,Boo
66586,NA,NA,13.691625,64.822411,68.2128,5.85,1.681,A2V,0.073,NA,NA,Dra
66591,82    Vir,NA,13.693549,-8.702984,156.25,5.03,-0.939,M2III,1.623,NA,82,Vir
66609,NA,NA,13.695775,-54.559425,83.1947,4.99,0.39,B8Vn+...,-0.055,NA,NA,Cen
66637,NA,NA,13.700307,-58.787078,239.8082,5.38,-1.519,B9IV,-0.029,NA,NA,Cen
66666,NA,NA,13.706379,82.752408,122.549,5.92,0.478,G9III,0.993,NA,NA,Cam
66691,NA,NA,13.71093,78.064437,100.7049,5.91,0.895,G7III:,1,NA,NA,UMi
66695,NA,NA,13.712063,34.989021,146.8429,5.98,0.146,G5III,0.857,NA,NA,CVn
66712,NA,NA,13.715287,-41.401043,110.3753,5.96,0.746,K0III,1.019,NA,NA,Cen
66724,84    Vir,NA,13.717698,3.537903,73.0994,5.35,1.03,K1III,1.091,NA,84,Vir
66772,NA,NA,13.727802,-42.067521,613.4969,5.96,-2.979,B8III,-0.075,NA,NA,Cen
66845,83    Vir,NA,13.741618,-16.179072,252.5253,5.55,-1.462,G1IV/V,0.805,NA,83,Vir
66931,NA,NA,13.760249,-26.116009,87.0322,5.81,1.112,A0V,0.023,NA,NA,Hya
66941,1    Cen,NA,13.761471,-33.043721,19.4024,4.23,2.791,F3V,0.39,NA,1,Cen
66960,86    Vir,NA,13.765644,-12.426528,124.6883,5.5,0.021,G8III,0.898,NA,86,Vir
66982,NA,NA,13.770435,41.088746,52.5486,5.88,2.277,A5V,0.211,NA,NA,CVn
66998,NA,NA,13.771964,38.503626,130.719,5.92,0.338,G9III,0.948,NA,NA,CVn
67019,84    UMa,NA,13.776573,54.432679,89.0472,5.68,0.932,B9p EuCr,-0.039,NA,84,UMa
67023,NA,NA,13.777604,-51.432766,80.5153,4.64,0.111,G8/K0III,0.955,NA,NA,Cen
67027,3    Boo,NA,13.778701,25.702236,89.6861,5.97,1.206,F6IV-V,0.523,NA,3,Boo
67032,NA,NA,13.78232,-36.251933,133.8688,5.15,-0.483,A0V,-0.007,NA,NA,Cen
67038,NA,NA,13.783277,38.542697,97.1817,5.51,0.572,K0III+...,1.036,NA,NA,CVn
67063,4Tau Boo,NA,13.78771,17.456906,15.6177,4.5,3.532,F7V,0.508,Tau,4,Boo
67076,87    Vir,NA,13.790386,-17.859839,207.4689,5.41,-1.175,M2III,1.623,NA,87,Vir
67079,NA,NA,13.791005,-50.249291,64.8508,5.92,1.86,A3m...,0.279,NA,NA,Cen
67088,85Eta UMa,Alkaid,13.792354,49.313265,31.8674,1.85,-0.667,B3V SB,-0.099,Eta,85,UMa
67091,NA,NA,13.794052,-50.320682,152.6718,5.46,-0.459,K2III,1.351,NA,NA,Cen
67171,NA,NA,13.81076,31.190206,87.184,5.61,0.908,K0III,1.032,NA,NA,CVn
67244,2    Cen,NA,13.824091,-34.450776,56.1167,4.19,0.445,M5III,1.52,NA,2,Cen
67246,5Ups Boo,NA,13.824623,15.797905,80.7754,4.05,-0.486,K5IIIvar,1.52,Ups,5,Boo
67251,Nu  Cen,NA,13.825078,-41.687709,133.8688,3.41,-2.223,B2IV,-0.225,Nu,NA,Cen
67259,Mu  Cen,NA,13.826943,-42.473732,155.0388,3.47,-2.482,B2IV-Ve,-0.17,Mu,NA,Cen
67267,6    Boo,NA,13.828564,21.264105,123.0012,4.92,-0.53,K4III,1.432,NA,6,Boo
67272,NA,NA,13.829296,61.489313,125.7862,5.97,0.472,G3V,0.974,NA,NA,UMa
67281,89    Vir,NA,13.831191,-18.134168,74.9064,4.96,0.587,K0III,1.059,NA,89,Vir
67392,NA,NA,13.85256,34.664399,207.9002,5.89,-0.699,M2III,1.635,NA,NA,CVn
67414,10    Dra,NA,13.857205,64.723272,113.8952,4.58,-0.703,M3III,1.572,NA,10,Dra
67449,NA,NA,13.863117,-46.898666,487.8049,5.77,-2.671,B2Vp,-0.153,NA,NA,Cen
67450,NA,NA,13.863174,-69.401258,223.2143,5.73,-1.014,K5/M0III,1.704,NA,NA,Cir
67451,NA,NA,13.863188,34.44424,184.1621,4.76,-1.566,K5III,1.611,NA,NA,CVn
67455,3    Cen,NA,13.863779,-32.994089,105.3741,4.32,-0.794,B5,-0.146,NA,3,Cen
67489,NA,NA,13.868021,-52.81153,79.6813,5.26,0.753,B9Vn,-0.084,NA,NA,Cen
67568,NA,NA,13.886192,28.648131,65.7462,5.91,1.821,A7V,0.202,NA,NA,CVn
67572,4    Cen,NA,13.886817,-31.927612,195.3125,4.75,-1.704,B4IV,-0.111,NA,4,Cen
67573,7    Boo,NA,13.886925,17.932868,211.4165,5.71,-0.916,G5III,0.845,NA,7,Boo
67605,NA,NA,13.892437,-35.664248,52.2739,5.53,1.939,F3V,0.444,NA,NA,Cen
67622,NA,NA,13.895306,-53.373323,276.2431,5.87,-1.336,B5III,0.009,NA,NA,Cen
67634,86    UMa,NA,13.897507,53.728677,146.8429,5.7,-0.134,A0V,-0.032,NA,86,UMa
67647,NA,NA,13.899234,-47.128164,100000,5.83,-14.17,B2IIIe,-0.053,NA,NA,Cen
67711,8Eta Boo,Mufrid,13.911411,18.397717,11.396,2.68,2.396,G0IV,0.58,Eta,8,Boo
67713,90    Vir,NA,13.911707,-1.503125,75.5858,5.16,0.768,K2III,1.093,NA,90,Vir
67726,NA,NA,13.913646,-67.6521,289.0173,5.74,-1.565,K2III,1.49,NA,NA,Cir
67757,NA,NA,13.920042,-52.160822,108.2251,5.66,0.488,B8V,-0.072,NA,NA,Cen
67786,Zet Cen,NA,13.925667,-47.288375,117.096,2.55,-2.793,B2.5IV,-0.176,Zet,NA,Cen
67794,NA,NA,13.927493,-82.66619,245.7002,5.95,-1.002,K2/K3III:p,1.411,NA,NA,Cha
67862,NA,NA,13.938837,-46.592948,97.561,5.82,0.874,K0IV,1.14,NA,NA,Cen
67875,92    Vir,NA,13.941077,1.050581,90.2527,5.9,1.123,A8V,0.217,NA,92,Vir
67885,9    Boo,NA,13.942827,27.492082,178.2531,5.02,-1.235,K3IIIvar,1.441,NA,9,Boo
67973,NA,NA,13.960809,-63.686696,64.2674,4.71,0.67,K4III,1.075,NA,NA,Cen
68027,Phi Cen,NA,13.971186,-42.100753,161.0306,3.83,-2.205,B2IV,-0.224,Phi,NA,Cen
68051,47    Hya,NA,13.975319,-24.972249,102.0408,5.2,0.156,B8V,-0.086,NA,47,Hya
68058,10    Boo,NA,13.977479,21.696219,144.7178,5.76,-0.043,A0Vs,-0.002,NA,10,Boo
68064,Ups1Cen,NA,13.977987,-44.803584,131.0616,3.87,-1.717,B2IV-V,-0.208,Ups-1,NA,Cen
68115,NA,NA,13.988187,-50.369647,106.1571,5.92,0.79,G8/K0III,0.957,NA,NA,Cen
68172,48    Hya,NA,14.000037,-25.010403,55.991,5.77,2.029,F6V,0.48,NA,48,Hya
68238,NA,NA,14.014596,-66.26891,76.1035,5.96,1.553,F0V,0.352,NA,NA,Cir
68280,NA,NA,14.022341,8.894906,82.85,5.98,1.389,A2V,0.089,NA,NA,Boo
68302,93Tau Vir,NA,14.027443,1.544532,68.9655,4.23,0.037,A3V,0.121,Tau,93,Vir
68305,Ups2Cen,NA,14.028748,-45.603421,389.1051,4.34,-3.61,F6II,0.598,Ups-2,NA,Cen
68363,NA,NA,14.039662,-27.429773,134.7709,5.47,-0.178,K2/K3III,1.331,NA,NA,Hya
68450,NA,NA,14.057371,-56.213434,167.2241,5.93,-0.186,K2III,1.207,NA,NA,Cen
68483,Bet Cen,Hadar,14.063729,-60.373039,120.1923,0.61,-4.789,B1III,-0.231,Bet,NA,Cen
68537,11Alp Dra,Thuban,14.073165,64.37585,92.9368,3.67,-1.171,A0III SB,-0.049,Alp,11,Dra
68596,The Aps,NA,14.088903,-76.796752,113.1222,5.69,0.422,M6.5III,1.239,The,NA,Aps
68642,Chi Cen,NA,14.10077,-41.179633,156.4945,4.36,-1.612,B2V,-0.198,Chi,NA,Cen
68675,49Pi  Hya,NA,14.106193,-26.682361,30.9598,3.25,0.796,K2III,1.091,Pi,49,Hya
68714,5The Cen,Menkent,14.111395,-36.369954,18.034300000000002,2.06,0.78,K0IIIb,1.011,The,5,Cen
68720,95    Vir,NA,14.111896,-9.313515,58.0383,5.46,1.641,F2IV,0.347,NA,95,Vir
68818,NA,NA,14.132154,43.854452,157.2327,5.13,-0.853,M4.2III,1.493,NA,NA,Boo
68848,13    Boo,NA,14.138145,49.458167,168.3502,5.26,-0.871,M2III,1.637,NA,13,Boo
68892,4    UMi,NA,14.147498,77.547514,140.056,4.8,-0.932,K3III,1.368,NA,4,UMi
68954,NA,NA,14.159734,-51.504672,251.2563,5.96,-1.041,B9IV,-0.053,NA,NA,Cen
68971,NA,NA,14.165242,-53.438946,55.9284,4.74,1.002,G8III,0.938,NA,NA,Cen
69004,12    Boo,NA,14.173315,25.091677,37.4251,4.82,1.954,F9IVw,0.541,NA,12,Boo
69047,NA,NA,14.18069,-16.30203,141.2429,4.93,-0.82,M1III,1.684,NA,NA,Vir
69151,NA,NA,14.201122,69.432548,131.2336,5.18,-0.41,M2III,1.595,NA,NA,UMi
69167,NA,NA,14.20439,2.409433,79.1766,4.99,0.497,B9p Si,-0.118,NA,NA,Vir
69193,50    Hya,NA,14.212785,-27.261186,66.7111,5.07,0.949,K2III,1.13,NA,50,Hya
69205,98Kap Vir,NA,14.214929,-10.273702,78.125,4.18,-0.284,K3III,1.323,Kap,98,Vir
69240,NA,NA,14.221226,-53.665674,653.5948,5.53,-3.547,K5III+...,1.438,NA,NA,Cen
69261,17Kap2Boo,NA,14.224718,51.789965,50.1002,4.53,1.031,A8IV,0.233,Kap-2,17,Boo
69271,NA,NA,14.227997,-0.845463,59.3824,5.89,2.022,F7Vw,0.489,NA,NA,Vir
69313,14    Boo,NA,14.234773,12.959444,33.9213,5.53,2.878,F6IV,0.537,NA,14,Boo
69376,NA,NA,14.245191,-41.837495,136.612,5.61,-0.067,G8III,0.929,NA,NA,Cen
69390,15    Boo,NA,14.247458,10.10061,81.2348,5.29,0.741,K1III,1.007,NA,15,Boo
69396,NA,NA,14.249208,-57.086126,147.7105,5.03,-0.817,B4Vne,-0.074,NA,NA,Cen
69436,NA,NA,14.256691,-18.20069,75.643,5.53,1.136,A0V,0.001,NA,NA,Vir
69451,16Alp Boo,Arcturus,14.26103,19.18241,11.2575,-0.05,-0.307,K2IIIp,1.239,Alp,16,Boo
69479,99Iot Vir,NA,14.266908,-6.000547,22.237,4.07,2.335,F7V,0.511,Iot,99,Vir
69491,21Iot Boo,NA,14.269439,51.367231,29.0698,4.75,2.433,A9V,0.236,Iot,21,Boo
69510,19Lam Boo,NA,14.273074,46.088305,30.3582,4.18,1.769,A0sh,0.087,Lam,19,Boo
69541,NA,NA,14.277423,-66.587894,400,5.72,-2.29,B1.5III,-0.095,NA,NA,Cir
69606,NA,NA,14.291237,15.26338,233.6449,5.84,-1.003,M3III,1.678,NA,NA,Boo
69656,NA,NA,14.29995,35.509505,71.582,4.8,0.526,K1III,1.057,NA,NA,Boo
69673,Eta Aps,NA,14.303877,-81.00776,42.337,4.89,1.756,A2m...,0.243,Eta,NA,Aps
69706,NA,NA,14.310627,-18.715968,102.0408,5.86,0.816,Ap Si(Cr),0.013,NA,NA,Vir
69742,NA,NA,14.316922,-25.815426,18.034300000000002,5.87,4.59,F7Vw,0.518,NA,NA,Hya
69751,100Lam Vir,NA,14.318498,-13.371095,57.1755,4.52,0.734,A1V,0.128,Lam,100,Vir
69766,18    Boo,NA,14.321188,13.004299,26.096,5.41,3.327,F5IV,0.385,NA,18,Boo
69772,NA,NA,14.323302,-37.002907,73.4754,5.93,1.599,A1V,0.082,NA,NA,Cen
69773,Iot Lup,NA,14.323396,-46.058093,103.6269,3.55,-1.527,B2.5IV,-0.184,Iot,NA,Lup
69789,102Ups Vir,NA,14.325689,-2.265518,80.1925,5.14,0.619,G9III,1.023,Ups,102,Vir
69804,20    Boo,NA,14.329233,16.306948,57.3394,4.84,1.048,K3III,1.228,NA,20,Boo
69813,NA,NA,14.331002,-61.272972,48.3559,5.22,1.798,Am,0.281,NA,NA,Cen
69831,NA,NA,14.336029,-43.058843,113.1222,5.55,0.282,G8III,0.907,NA,NA,Lup
69846,NA,NA,14.338763,-56.386497,375.9398,4.3,-3.576,B6Ib,0.082,NA,NA,Cen
69867,Psi Cen,NA,14.342623,-37.885295,79.3651,4.05,-0.448,A0IV,-0.03,Psi,NA,Cen
69881,NA,NA,14.345159,-45.18706,43.554,4.78,1.585,F0IV,0.31,NA,NA,Lup
70020,NA,NA,14.372145,-34.786792,420.1681,5.57,-2.547,B8V,-0.088,NA,NA,Cen
70025,Eps Aps,NA,14.373108,-80.108945,197.6285,5.06,-1.419,B4V,-0.108,Eps,NA,Aps
70041,NA,NA,14.376971,-58.459117,117.5088,4.76,-0.59,G8/K1 + F/G,0.795,NA,NA,Cen
70077,NA,NA,14.383956,-39.511819,140.2525,4.41,-1.325,B2V,-0.185,NA,NA,Cen
70083,51    Hya,NA,14.384942,-27.754017,48.2625,4.78,1.362,K3III,1.3,NA,51,Hya
70104,NA,NA,14.389638,8.446617,65.9196,4.86,0.765,A0V,0.01,NA,NA,Boo
70140,NA,NA,14.396834,-53.176233,112.9944,5.99,0.725,K1III,1.099,NA,NA,Lup
70161,NA,NA,14.400243,8.243969,135.5014,5.94,0.28,A3V,0.066,NA,NA,Boo
70177,NA,NA,14.403151,5.820131,48.7567,5.1,1.66,A5V,0.124,NA,NA,Vir
70246,NA,NA,14.413508,-24.80631,140.647,5.34,-0.401,K0III,0.962,NA,NA,Lib
70269,NA,NA,14.418426,-68.195333,621.118,5.56,-3.406,A3Ib,0.435,NA,NA,Cir
70274,23The Boo,NA,14.419967,51.850744,14.5307,4.04,3.229,F7V,0.497,The,23,Boo
70351,Tau1Lup,NA,14.435619,-45.221424,334.4482,4.56,-3.062,B2IV,-0.147,Tau-1,NA,Lup
70353,Tau2Lup,NA,14.436336,-45.379276,97.8474,4.33,-0.623,A7:+...,0.434,Tau-2,NA,Lup
70380,22    Boo,NA,14.440935,19.2269,89.1266,5.4,0.65,F0m,0.231,NA,22,Boo
70415,Del Oct,NA,14.448801,-83.667884,91.659,4.31,-0.501,K2III,1.3,Del,NA,Oct
70434,NA,NA,14.451973,-65.821646,277.0083,5.87,-1.342,K3III,1.502,NA,NA,Cir
70440,NA,NA,14.453392,-46.134254,67.8426,5.83,1.672,Am,0.311,NA,NA,Lup
70470,5    UMi,NA,14.458758,75.695993,110.011,4.25,-0.957,K4III,1.431,NA,5,UMi
70530,52    Hya,NA,14.469564,-29.491638,120.6273,4.97,-0.437,B7/B8V,-0.074,NA,52,Hya
70532,105Phi Vir,NA,14.470038,-2.227957,36.2582,4.81,2.013,G2III,0.693,Phi,105,Vir
70568,24    Boo,NA,14.477197,49.844851,100,5.58,0.58,G3IV,0.864,NA,24,Boo
70572,106    Vir,NA,14.478256,-6.900536,191.5709,5.42,-0.992,K5III,1.49,NA,106,Vir
70670,NA,NA,14.497366,0.828929,79.3021,5.96,1.464,A5IV,0.159,NA,NA,Vir
70691,NA,NA,14.502399,-45.321355,146.1988,5.51,-0.315,B8Vn,-0.087,NA,NA,Lup
70707,NA,NA,14.505823,-49.519018,62.3441,5.38,1.406,A1V,0.056,NA,NA,Lup
70762,NA,NA,14.519678,-38.869708,96.6184,5.99,1.065,K1III,1.06,NA,NA,Cen
70777,NA,NA,14.521224,-67.717197,76.0456,5.84,1.435,K1III,1.006,NA,NA,Cir
70828,25Rho Boo,NA,14.5305,30.371437,49.0918,3.57,0.115,K3III,1.298,Rho,25,Boo
70851,27Gam Boo,NA,14.534636,38.308253,26.6099,3.04,0.915,A7IIIvar,0.191,Gam,27,Boo
70885,NA,NA,14.541926,55.39801,190.1141,5.74,-0.655,K5III,1.529,NA,NA,Dra
70889,26    Boo,NA,14.542374,22.260059,54.0249,5.91,2.247,F2IV,0.391,NA,26,Boo
70895,Sig Lup,NA,14.543629,-50.457157,176.3668,4.44,-1.792,B2III,-0.177,Sig,NA,Lup
70958,NA,NA,14.558325,-52.679522,100.3009,5.86,0.853,K0III,1.085,NA,NA,Lup
70959,NA,NA,14.559004,-54.998628,76.4526,5.86,1.443,F6IV-V,0.482,NA,NA,Lup
71054,NA,NA,14.577676,49.368354,262.4672,5.74,-1.355,M1III,1.56,NA,NA,Boo
71058,28Sig Boo,NA,14.578,29.74513,15.8328,4.47,3.472,F3Vwvar,0.364,Sig,28,Boo
71125,Eta Cen,NA,14.591786,-42.157824,93.7207,2.33,-2.529,B1Vn + A,-0.157,Eta,NA,Cen
71127,NA,NA,14.592079,-41.517436,112.4859,5.88,0.625,B6V,-0.085,NA,NA,Cen
71193,NA,NA,14.605288,-46.245451,214.5923,5.55,-1.108,K3III,1.489,NA,NA,Lup
71227,NA,NA,14.61226,-40.21158,147.4926,5.74,-0.104,B8V,-0.112,NA,NA,Cen
71274,NA,NA,14.622266,-46.133439,418.41,5.39,-2.718,K0III,0.927,NA,NA,Lup
71310,Rho Lup,NA,14.631454,-49.425828,96.8992,4.05,-0.882,B5V,-0.152,Rho,NA,Lup
71342,NA,NA,14.636837,43.64213,276.2431,5.74,-1.466,K2III,1.481,NA,NA,Boo
71345,NA,NA,14.637219,18.298379,99.0099,5.9,0.922,K2III:,1.099,NA,NA,Boo
71347,NA,NA,14.63756,54.023339,110.2536,5.83,0.618,A1V,0.007,NA,NA,Boo
71392,33    Boo,NA,14.647289,44.4045,57.0125,5.39,1.61,A1V,0.03,NA,33,Boo
71453,Alp2Cen,NA,14.660346,-60.8383,1.3248,1.35,5.739,K1V,0.9,Alp-2,NA,Cen
71456,Alp1Cen,Rigil Kentaurus,14.660765,-60.833976,1.3248,-0.01,4.379,G2V,0.71,Alp-1,NA,Cen
71533,NA,NA,14.678442,13.534325,50.813,5.93,2.4,F0V,0.238,NA,NA,Boo
71536,29Pi 1Boo,NA,14.678768,16.418324,93.7207,4.49,-0.369,B9p MnHg,-0.002,Pi-1,29,Boo
71557,NA,NA,14.683721,-36.134858,189.7533,5.67,-0.721,Ap Si,-0.081,NA,NA,Cen
71569,30Zet Boo,NA,14.68582,13.7283,53.8793,3.78,0.123,A3IVn,0.044,Zet,30,Boo
71606,31    Boo,NA,14.694097,8.161764,164.7446,4.86,-1.224,G8IIIvar,0.992,NA,31,Boo
71611,32    Boo,NA,14.695423,11.660662,123.6094,5.55,0.09,G8III,0.941,NA,32,Boo
71634,Alp Lup,NA,14.698823,-47.3882,142.4501,2.3,-3.468,B1.5III,-0.154,Alp,NA,Lup
71639,NA,NA,14.699332,-37.793498,103.9501,4.01,-1.074,B2.5V,-0.157,NA,NA,Cen
71682,Alp Cir,NA,14.708492,-64.975138,16.57,3.18,2.083,F1Vp,0.256,Alp,NA,Cir
71731,107Mu  Vir,NA,14.717673,-5.658207,18.2715,3.87,2.561,F2III,0.385,Mu,107,Vir
71748,4    Lib,NA,14.720431,-24.997753,152.439,5.7,-0.215,B9.5V,0.006,NA,4,Lib
71769,34    Boo,NA,14.723712,26.52785,215.9827,4.8,-1.872,M3III,1.672,NA,34,Boo
71783,NA,NA,14.727624,-35.173655,64.2261,4.06,0.021,K3III,1.356,NA,NA,Cen
71786,NA,NA,14.72901,40.459254,209.6436,5.72,-0.887,K4III,1.398,NA,NA,Boo
71878,NA,NA,14.749778,-35.191826,65.703,4.92,0.832,A0V,0.013,NA,NA,Cen
71879,36Eps Boo,Izar,14.749784,27.074222,62.1118,2.35,-1.616,A0,0.966,Eps,36,Boo
71899,35Omi Boo,NA,14.754017,16.96428,74.5156,4.6,0.239,K0III,0.972,Omi,35,Boo
71905,NA,NA,14.754802,-62.875648,48.4496,5.36,1.934,A7Vn,0.308,NA,NA,Cir
71928,108    Vir,NA,14.75839,0.717271,151.2859,5.68,-0.219,B9.5V,-0.021,NA,108,Vir
71971,54    Hya,NA,14.766691,-25.443181,30.2847,5.15,2.744,F0V + G/K,0.315,NA,54,Hya
71982,NA,NA,14.768319,15.131788,247.5248,5.78,-1.188,M5III,1.335,NA,NA,Boo
71984,NA,NA,14.768547,-23.153018,103.7344,5.8,0.72,K0III,0.98,NA,NA,Lib
71994,109    Vir,NA,14.770812,1.892885,41.2371,3.73,0.654,A0V,-0.005,NA,109,Vir
72024,NA,NA,14.774724,-47.441116,93.7207,5.74,0.881,A1V,0.066,NA,NA,Lup
72064,NA,NA,14.783694,-52.383518,79.6813,5.22,0.713,G6III,0.984,NA,NA,Lup
72070,NA,NA,14.784747,-38.290639,153.6098,5.9,-0.032,K3III,1.336,NA,NA,Cen
72097,55    Hya,NA,14.789599,-25.624267,227.7904,5.61,-1.178,B9IV/V,-0.043,NA,55,Hya
72131,56    Hya,NA,14.795779,-26.0875,109.7695,5.23,0.028,G8/K0III,0.938,NA,56,Hya
72144,Alp Aps,NA,14.797701,-79.044751,136.9863,3.83,-1.853,K5III,1.433,Alp,NA,Aps
72152,57    Hya,NA,14.799322,-26.646155,137.1742,5.76,0.074,B9.5V,-0.007,NA,57,Hya
72206,NA,NA,14.810569,-36.634697,157.7287,5.89,-0.1,M5III,1.369,NA,NA,Cen
72212,NA,NA,14.812377,-66.593563,431.0345,5.91,-2.263,B2.5V,-0.106,NA,NA,Cir
72261,38    Boo,NA,14.821853,46.116205,48.9956,5.76,2.309,F7IVw,0.482,NA,38,Boo
72262,NA,NA,14.821874,-24.25147,310.559,5.68,-1.781,K3III+...,1.275,NA,NA,Lib
72263,7Mu  Lib,NA,14.821959,-14.149022,72.9395,5.32,1.005,Ap,0.066,Mu,7,Lib
72298,39    Boo,NA,14.828143,48.720804,68.5871,5.68,1.499,F6V+...,0.501,NA,39,Boo
72326,NA,NA,14.832888,28.615832,98.4252,5.8,0.834,A4V,0.046,NA,NA,Boo
72341,NA,NA,14.837723,23.911844,18.1719,5.86,4.563,G2V,0.576,NA,NA,Boo
72345,58    Hya,NA,14.838147,-27.960371,101.5228,4.42,-0.613,K3III,1.366,NA,58,Hya
72347,NA,NA,14.838814,82.511944,43.29,5.63,2.448,F9V,0.671,NA,NA,UMi
72356,NA,NA,14.841577,37.272047,64.3501,5.47,1.427,K0III-IV,1.03,NA,NA,Boo
72377,8Alp1Lib,NA,14.844773,-15.997237,22.9779,5.15,3.343,F3V,0.401,Alp-1,8,Lib
72380,7Bet UMi,Kochab,14.845105,74.155505,40.1445,2.07,-0.948,K4IIIvar,1.465,Bet,7,UMi
72396,9Alp2Lib,Zubenelgenubi,14.847977,-16.041778,23.2396,2.75,0.919,A3IV,0.147,Alp-2,9,Lib
72404,11    Lib,NA,14.850298,-2.29915,67.0241,4.93,0.799,G8...,0.988,NA,11,Lib
72432,37Xi  Boo,NA,14.856493,19.100460000000002,6.7123,4.54,5.406,G8V + K4V,0.72,Xi,37,Boo
72437,NA,NA,14.857362,59.293985,138.8889,5.48,-0.233,K4III,1.369,NA,NA,Dra
72456,Omi Lup,NA,14.860641,-43.575359,123.9157,4.32,-1.146,B5IV,-0.154,Omi,NA,Lup
72546,NA,NA,14.876462,-63.809827,505.0505,5.91,-2.607,F8II + A/F,0.66,NA,NA,Cir
72573,NA,NA,14.880855,-37.80316,150.8296,5.02,-0.872,B7II/III,-0.155,NA,NA,Cen
72606,NA,NA,14.887097,-73.190071,101.0101,5.59,0.568,G5III,0.82,NA,NA,Aps
72702,12    Lib,NA,14.905592,-24.642202,127.8772,5.27,-0.264,K2/K3III,1.336,NA,12,Lib
72707,13Xi 1Lib,NA,14.906354,-11.898348,103.3058,5.78,0.709,G7III,0.982,Xi-1,13,Lib
72732,NA,NA,14.910532,-33.300575,320.5128,5.85,-1.679,K2III,1.429,NA,NA,Cen
72809,NA,NA,14.926287,-60.114164,49.4315,5.18,1.71,K1III,1.161,NA,NA,Cir
72822,NA,NA,14.929085,-33.855785,77.821,5.32,0.865,A0V,0.046,NA,NA,Cen
72860,NA,NA,14.937008,14.446266,183.1502,5.9,-0.414,A0V,-0.031,NA,NA,Boo
72868,NA,NA,14.938123,-52.809548,61.5006,5.38,1.436,A2III,0.142,NA,NA,Lup
72873,NA,NA,14.939724,49.628449,25.1067,5.63,3.631,F7V,0.533,NA,NA,Boo
72884,NA,NA,14.942239,-47.879198,169.2047,5.62,-0.522,B+...,-0.035,NA,NA,Lup
72901,The Cir,NA,14.945554,-62.781016,462.963,5.08,-3.248,B4Vnp,-0.023,The,NA,Cir
72906,15Xi 2Lib,NA,14.946142,-11.409701,168.3502,5.48,-0.651,K4III,1.491,Xi-2,15,Lib
72938,16    Lib,NA,14.953055,-4.346462,26.9034,4.47,2.321,F0V,0.318,NA,16,Lib
72939,NA,NA,14.953244,16.388128,163.1321,5.72,-0.343,G5III:,0.951,NA,NA,Boo
72957,NA,NA,14.957765,-21.415475,5.8404,5.72,6.888,K4V,1.024,NA,NA,Lib
72966,NA,NA,14.959236,-0.167612,89.3655,5.51,0.754,K1III,1.131,NA,NA,Vir
72972,NA,NA,14.959743,65.93246,140.8451,4.63,-1.114,M5III,1.59,NA,NA,UMi
72996,NA,NA,14.964755,-76.662655,114.8106,5.37,0.07,K4III,1.442,NA,NA,Aps
73046,Bet Lup,NA,14.975537,-43.13396,117.3709,2.68,-2.668,B2III,-0.184,Bet,NA,Lup
73056,59    Hya,NA,14.977572,-27.657314,113.1222,5.65,0.382,A6IV,0.262,NA,59,Hya
73083,18    Lib,NA,14.98155,-11.144014,95.057,5.88,0.99,K3III-IV,1.274,NA,18,Lib
73107,Kap Cen,NA,14.986025,-42.104194,117.5088,3.13,-2.22,B2IV,-0.208,Kap,NA,Cen
73123,NA,NA,14.989754,4.567761,215.0538,5.91,-0.753,M1III,1.615,NA,NA,Vir
73142,40    Boo,NA,14.993598,39.265333,51.4933,5.64,2.081,F1III-IV,0.336,NA,40,Boo
73188,NA,NA,15.003147,-77.16055,233.6449,5.92,-0.923,G8II,1.052,NA,NA,Aps
73246,19Del Lib,NA,15.016208,-8.518943,90.009,4.91,0.139,B9.5V,0,Del,19,Lib
73265,NA,NA,15.020303,-38.058398,119.7605,5.88,0.488,K2/K3III,1.246,NA,NA,Cen
73270,NA,NA,15.022174,-2.754927,227.7904,5.52,-1.268,M0III,1.692,NA,NA,Lib
73280,NA,NA,15.024195,60.204453,105.7082,5.91,0.789,A4V,0.107,NA,NA,Dra
73308,NA,NA,15.030255,-0.140295,704.2254,5.71,-3.529,M2III,1.509,NA,NA,Vir
73312,Pi 1Oct,NA,15.030754,-83.227646,120.7729,5.65,0.24,G8/K0III,0.962,Pi-1,NA,Oct
